question_id,evaluation_group,question,gold_sql,baseline_generated_sql,repaired_generated_sql,before_EX,before_Inv,before_asa_strict,before_asa_lower_bound,before_fcr_hard_finding_codes,after_EX,after_Inv,after_asa_strict,after_asa_lower_bound,after_fcr_hard_finding_codes,verifier_caught,verifier_actionable,verifier_answers_question,verifier_mismatch_type,verifier_mismatch_detail,verifier_repair_hint,verifier_confidence,verifier_failed_evidence,repair_attempted,repair_generated,repair_status,repair_mode,repair_error,repair_edit_summary,repair_confidence,final_sql_repaired,missed_by_verifier,caught_but_not_actionable,actionable_but_not_attempted,attempted_but_no_sql,generated_but_inv_not_fixed,inv_fixed,fixed_but_ex_broken,fixed_and_ex_preserved,harmful_gate_accept,over_repair_candidate,primary_bottleneck
booksql_078246,A_correct_executable,Did we receive payment from Nicole Leblanc partnership This month to date?,"select transaction_id from master_txn_table where transaction_type = 'payment' and customers = ""Nicole Leblanc"" and transaction_date BETWEEN date( current_date, ""start of month"") AND date( current_date) ","SELECT DISTINCT transaction_id, amount 
FROM master_txn_table 
WHERE transaction_date BETWEEN date('now', 'start of month') AND date('now') 
AND Customers = 'Nicole Leblanc partnership';","SELECT DISTINCT transaction_id, amount 
FROM master_txn_table 
WHERE transaction_date BETWEEN date('now', 'start of month') AND date('now') 
AND Customers = 'Nicole Leblanc partnership';",1,1,1,1,[],1,1,1,1,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078247,B_wrong_executable,How many Marine Supplies did we sell to Richard Leach This fiscal year?,"select sum(quantity) from master_txn_table where customers = ""Richard Leach"" and product_service = 'Marine Supplies' and transaction_type in ('invoice', 'sales receipt') and transaction_date BETWEEN date(current_date, '-3 months', 'start of year', '+3 months') AND date(current_date) ","SELECT COUNT(DISTINCT master_txn_table.Transaction_ID) 
FROM master_txn_table 
JOIN customers ON master_txn_table.Customers = customers.customer_name 
JOIN products ON master_txn_table.Product_Service = products.Product_Service 
WHERE customers.customer_full_name = 'Richard Leach' 
AND products.Product_Service_type = 'Marine Supplies' 
AND master_txn_table.Transaction_DATE BETWEEN date('now','-1 year') AND date('now');","SELECT COUNT(DISTINCT master_txn_table.Transaction_ID) 
FROM master_txn_table 
JOIN customers ON master_txn_table.Customers = customers.customer_name 
JOIN products ON master_txn_table.Product_Service = products.Product_Service 
WHERE customers.customer_full_name = 'Richard Leach' 
AND products.Product_Service_type = 'Marine Supplies' 
AND master_txn_table.Transaction_DATE BETWEEN date('now','-1 year') AND date('now');",0,,0,0,[],0,,0,0,[],True,True,False,financial_measure_error,"The intent requires a count of transactions/items sold, but the profile measures the count of distinct transaction IDs.",Check if the count of distinct transaction IDs matches the expected count of transactions/items sold.,high,"[""The specific entity being counted (e.g., number of transactions vs. quantity sold) is not explicitly defined, but 'How many' usually implies a count.""]",True,True,success,semantic,,Changed the COUNT(DISTINCT) to COUNT(*) to count the number of transactions/items sold.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078253,B_wrong_executable,What our monthly spend on Nancy Thomas,"select date(transaction_date, 'start of month'), sum(debit) from master_txn_table where vendor = ""Nancy Thomas"" group by date(transaction_date, 'start of month')","SELECT SUM(master_txn_table.Amount) AS Monthly_Spend
FROM master_txn_table
JOIN customers ON master_txn_table.Customers = customers.customer_name
WHERE customers.customer_full_name = 'Nancy Thomas'
AND master_txn_table.Transaction_DATE BETWEEN date('now', 'start of month') AND date('now');","SELECT SUM(master_txn_table.Amount) AS Monthly_Spend
FROM master_txn_table
JOIN customers ON master_txn_table.Customers = customers.customer_name
WHERE customers.customer_full_name = 'Nancy Thomas'
AND master_txn_table.Transaction_DATE BETWEEN date('now', 'start of month') AND date('now');",0,,0,0,[],0,,0,0,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078257,A_correct_executable,How many Lauren Butler invoices are still oustanding?,"select count(distinct transaction_id) from master_txn_table where customers = ""Lauren Butler"" and transaction_type = 'invoice' and open_balance>0","SELECT COUNT(*) 
FROM master_txn_table 
WHERE Customers = 'Lauren Butler' AND AR_paid = 'No';",SELECT COUNT(DISTINCT Transaction_ID) FROM master_txn_table WHERE Customers = 'Lauren Butler' AND AR_paid = 'No';,1,1,1,1,[],1,1,1,1,[],True,True,False,financial_measure_error,The profile measures 'row_count' instead of 'count' of distinct invoices.,Verify if the 'row_count' measure correctly represents the count of distinct invoices.,medium,"[""COUNT(*) counts transaction lines, not necessarily distinct transactions or invoices.""]",True,True,success,semantic,,Changed COUNT(*) to COUNT(DISTINCT Transaction_ID) to count distinct invoices.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078265,A_correct_executable,How much did Justin Allison spend on Uncategorized Income in July during last year?,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where T1.customers = ""Justin Allison"" and instr(account,""Uncategorized Income"") and strftime(""%m"", transaction_date) = '07' and strftime(""%Y"", transaction_date) = strftime('%Y', current_date) - 1 and account_type in ('Expense','Other Expense')","SELECT SUM(Credit) 
FROM master_txn_table 
JOIN employees ON master_txn_table.businessID = employees.businessID 
JOIN chart_of_accounts ON master_txn_table.businessID = chart_of_accounts.businessID 
WHERE employees.Employee_name = 'Justin Allison' 
AND chart_of_accounts.Account_name = 'Uncategorized Income' 
AND strftime('%Y-%m', master_txn_table.Transaction_DATE) = strftime('%Y-%m', date('now', '-1 year')) 
AND strftime('%m', master_txn_table.Transaction_DATE) = '07';","SELECT SUM(Credit) 
FROM master_txn_table 
JOIN employees ON master_txn_table.businessID = employees.businessID 
JOIN chart_of_accounts ON master_txn_table.businessID = chart_of_accounts.businessID 
WHERE employees.Employee_name = 'Justin Allison' 
AND chart_of_accounts.Account_name = 'Uncategorized Income' 
AND strftime('%Y-%m', master_txn_table.Transaction_DATE) = strftime('%Y-%m', date('now', '-1 year')) 
AND strftime('%m', master_txn_table.Transaction_DATE) = '07';",1,0,0,0,"[""posting_side_reversal""]",1,0,0,0,"[""posting_side_reversal""]",False,False,True,,,,high,[],False,False,skipped,,,,,False,True,False,False,False,False,False,False,False,False,False,verifier_miss
booksql_078266,B_wrong_executable,How many Street vendoring did we sell to Deborah Phillips This year to date?,"select sum(quantity) from master_txn_table where customers = ""Deborah Phillips"" and product_service = 'Street vendoring' and transaction_type in ('invoice', 'sales receipt') and transaction_date BETWEEN date(current_date, 'start of year') AND date(current_date) ","SELECT COUNT(DISTINCT transaction_id) 
FROM master_txn_table 
WHERE transaction_date BETWEEN date('now', 'start of year') AND date('now') 
  AND Customers = 'Deborah Phillips' 
  AND Product_Service = 'Street vendoring';","SELECT COUNT(DISTINCT transaction_id) 
FROM master_txn_table 
WHERE transaction_date BETWEEN date('now', 'start of year') AND date('now') 
  AND Customers = 'Deborah Phillips' 
  AND Product_Service = 'Street vendoring';",0,,0,0,[],0,,0,0,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078269,A_correct_executable,When was the last time we sold PCs,"select transaction_date from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and product_service = ""PCs"" order by transaction_date desc limit 1 ","SELECT MAX(transaction_date) AS last_sale_date
FROM master_txn_table
WHERE Product_Service = 'PCs' AND Transaction_TYPE = 'Sale';",SELECT MAX(transaction_date) AS last_sale_date FROM master_txn_table WHERE Product_Service = 'PCs' AND Transaction_TYPE = 'Sale' GROUP BY Product_Service;,0,,0,0,[],1,1,1,1,[],True,True,False,computation_logic_error,The profile topology has 'group_by: none' but the intent requires grouping by period.,Consider adding a group_by_period clause to the query to match the intent's requirement for grouping by period.,high,"[""Product_Service is not an account classifier. Account-level questions should use Account or Account_type, not Product_Service.""]",True,True,success,semantic,,Added GROUP BY clause to match the intent's requirement for grouping by period.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078272,A_correct_executable,What acount had our biggest expense Last 30 days?,"select account, sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name  where account_type in ('Expense','Other Expense') and transaction_date BETWEEN date( current_date, ""-30 days"") AND date( current_date) group by account order by sum(debit) desc limit 1","SELECT Account, SUM(Amount) AS Total_Expense
FROM master_txn_table
WHERE Transaction_DATE BETWEEN date('now','-30 days') AND date('now')
GROUP BY Account
ORDER BY Total_Expense DESC
LIMIT 1;","SELECT Account, SUM(Amount) AS Total_Expense
FROM master_txn_table
WHERE Transaction_DATE BETWEEN date('now','-30 days') AND date('now')
GROUP BY Account
ORDER BY Total_Expense DESC
LIMIT 1;",1,1,1,1,[],1,1,1,1,[],True,True,False,financial_measure_error,"The intent requires a measure kind of 'identifier' for the account, but the profile measures 'flow' with a unit of 'monetary' for the expense amount.","Consider using a measure kind of 'identifier' for the account, and a unit of 'monetary' for the expense amount, to match the intent's requirements.",low,"[""The intent requires a measure kind of 'identifier' for the account, but the profile measures 'flow' with a unit of 'monetary' for the expense amount.""]",True,True,success,semantic,,Preserved the original SQL logic and changed the measure kind to 'identifier' for the account.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078276,A_correct_executable,When was the last time we sold Contracts,"select transaction_date from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and product_service = ""Contracts"" order by transaction_date desc limit 1 ","SELECT MAX(transaction_date) AS last_sale_date
FROM master_txn_table
WHERE account IN ('Income', 'Other Income') AND product_service = 'Contracts';","SELECT MAX(transaction_date) AS last_sale_date FROM master_txn_table WHERE account IN ('Income', 'Other Income') AND product_service = 'Contracts' GROUP BY product_service;",0,,0,0,[],1,1,1,1,[],True,True,False,computation_logic_error,The profile topology has 'group_by: none' but the intent requires grouping by period.,Consider adding a GROUP BY clause to the SQL query to match the intent's requirement for grouping by period.,high,"[""Product_Service is not an account classifier. Account-level questions should use Account or Account_type, not Product_Service.""]",True,True,success,semantic,,Added a GROUP BY clause to match the intent's requirement for grouping by period.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078281,A_correct_executable,How many Annette Payne invoices are still oustanding?,"select count(distinct transaction_id) from master_txn_table where customers = ""Annette Payne"" and transaction_type = 'invoice' and open_balance>0","SELECT COUNT(*) 
FROM master_txn_table 
WHERE Customers = 'Annette Payne' AND AR_paid = 'No';",SELECT COUNT(*) FROM master_txn_table WHERE Customers = 'Annette Payne' AND AR_paid = 'No' AND Transaction_TYPE = 'Invoice';,1,1,1,1,[],1,1,1,1,[],True,True,False,financial_measure_error,The profile measures 'row_count' instead of 'count' of invoices.,Verify if the 'row_count' measure correctly represents the count of invoices.,high,"[""COUNT(*) counts transaction lines, not necessarily distinct transactions or invoices.""]",True,True,success,semantic,,Added a filter for Transaction_TYPE to ensure only invoices are counted.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078287,A_correct_executable,Compare sales by customer Last 30 days,"select customers, sum(credit) from master_txn_table where account in ('Income','Other Income') and transaction_date BETWEEN date( current_date, ""-30 days"") AND date( current_date)  group by customers ","SELECT 
    customers.customer_name, 
    SUM(master_txn_table.Credit) AS Total_Sales
FROM 
    master_txn_table
JOIN 
    customers ON master_txn_table.Customers = customers.customer_name
WHERE 
    master_txn_table.Transaction_DATE BETWEEN date('now','-30 days') AND date('now')
GROUP BY 
    customers.customer_name
ORDER BY 
    Total_Sales DESC;","SELECT 
    customers.customer_name, 
    SUM(master_txn_table.Credit) AS Total_Sales
FROM 
    master_txn_table
JOIN 
    customers ON master_txn_table.Customers = customers.customer_name
WHERE 
    master_txn_table.Transaction_DATE BETWEEN date('now','-30 days') AND date('now')
GROUP BY 
    customers.customer_name
ORDER BY 
    Total_Sales DESC;",1,1,1,1,[],1,1,1,1,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078289,A_correct_executable,Check the sales receipts record and compute the average quantities ordered with the payment method [payment_method].,"SELECT avg(quantity_per_transaction) FROM (select transaction_id, sum(quantity) as quantity_per_transaction from master_txn_table where transaction_type = 'sales receipt' and payment_method  =  ""[payment_method]"" group by transaction_id) ","SELECT AVG(Quantity) 
FROM master_txn_table 
WHERE payment_method = '[payment_method]'","SELECT AVG(Quantity) 
FROM master_txn_table 
WHERE payment_method = '[payment_method]'",1,,,0,[],1,,,0,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078294,A_correct_executable,How much did Raymond Cole spend on Billable Expense Income in July during last year?,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where T1.customers = ""Raymond Cole"" and instr(account,""Billable Expense Income"") and strftime(""%m"", transaction_date) = '07' and strftime(""%Y"", transaction_date) = strftime('%Y', current_date) - 1 and account_type in ('Expense','Other Expense')","SELECT SUM(Credit) 
FROM master_txn_table 
JOIN employees ON master_txn_table.businessID = employees.businessID 
JOIN chart_of_accounts ON master_txn_table.businessID = chart_of_accounts.businessID 
WHERE employees.Employee_name = 'Raymond Cole' 
AND chart_of_accounts.Account_name = 'Billable Expense Income' 
AND strftime('%Y-%m', master_txn_table.Transaction_DATE) = strftime('%Y-%m', date('now', '-1 year')) 
AND strftime('%Y-%m', master_txn_table.Transaction_DATE) = '2022-07';","SELECT SUM(Credit) 
FROM master_txn_table 
JOIN employees ON master_txn_table.businessID = employees.businessID 
JOIN chart_of_accounts ON master_txn_table.businessID = chart_of_accounts.businessID 
WHERE employees.Employee_name = 'Raymond Cole' 
AND chart_of_accounts.Account_name = 'Billable Expense Income' 
AND strftime('%Y-%m', master_txn_table.Transaction_DATE) = strftime('%Y-%m', date('now', '-1 year')) 
AND strftime('%Y-%m', master_txn_table.Transaction_DATE) = '2022-07';",1,0,0,0,"[""posting_side_reversal""]",1,0,0,0,"[""posting_side_reversal""]",False,False,True,,,,high,[],False,False,skipped,,,,,False,True,False,False,False,False,False,False,False,False,False,verifier_miss
booksql_078305,B_wrong_executable,When was the last time we sold high-rise and low-rise buildings,"select transaction_date from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and product_service = ""high-rise and low-rise buildings"" order by transaction_date desc limit 1 ","SELECT MAX(transaction_date) AS last_sale_date
FROM master_txn_table
WHERE Product_Service IN ('High-rise', 'Low-rise')","SELECT MAX(transaction_date) AS last_sale_date
FROM master_txn_table
WHERE Product_Service IN ('High-rise', 'Low-rise')",0,,0,0,[],0,,0,0,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078308,A_correct_executable,"As of Last quarter, how many invoices for Kristin Mata remained unpaid?","select count(distinct transaction_id) from master_txn_table where customers = ""Kristin Mata"" and transaction_type = 'invoice' and open_balance >0 and transaction_date < strftime('%Y-%m-%d', strftime('%Y', 'now', '-1 year') || '-' || substr('00' || (((strftime('%m', 'now') - 1) / 3) * 3 + 4), -2, 2) || '-01') ","SELECT COUNT(*) 
FROM master_txn_table 
WHERE Customers = 'Kristin Mata' 
  AND Transaction_TYPE = 'invoice' 
  AND AR_paid = 'No' 
  AND Transaction_DATE BETWEEN date('now','-3 months') AND date('now','-1 month');","SELECT COUNT(DISTINCT Transaction_ID) 
FROM master_txn_table 
WHERE Customers = 'Kristin Mata' 
  AND Transaction_TYPE = 'invoice' 
  AND AR_paid = 'No' 
  AND Transaction_DATE BETWEEN date('now','-3 months') AND date('now','-1 month');",1,1,1,1,[],1,1,1,1,[],True,True,False,financial_measure_error,"The profile measures 'row_count' which counts transaction lines, not necessarily distinct transactions or invoices.",Consider using a distinct count or a different aggregation measure to ensure the correct count of invoices.,high,"[""COUNT(*) counts transaction lines, not necessarily distinct transactions or invoices.""]",True,True,success,semantic,,Changed COUNT(*) to COUNT(DISTINCT Transaction_ID) to count distinct invoices.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078310,B_wrong_executable,Did we receive payment from Tiffany Evans partnership This year?,"select transaction_id from master_txn_table where transaction_type = 'payment' and customers = ""Tiffany Evans"" and transaction_date BETWEEN date(current_date, 'start of year') AND date(current_date) ","SELECT COUNT(DISTINCT transaction_id) 
FROM master_txn_table 
WHERE Customers = 'Tiffany Evans partnership' 
  AND transaction_date BETWEEN date('now', 'start of year') AND date('now');","SELECT COUNT(*) FROM master_txn_table WHERE Customers = 'Tiffany Evans partnership' AND transaction_date BETWEEN date('now', 'start of year') AND date('now');",0,,0,0,[],0,,0,0,[],True,True,False,financial_measure_error,"The profile measures the count of distinct transaction IDs, which is different from the intent's existence check.","Check if the profile measures the correct financial measure, such as payment status, and adjust the aggregation accordingly.",medium,"[""The profile measures the count of distinct transaction IDs""]",True,True,success,semantic,,Changed COUNT(DISTINCT transaction_id) to COUNT(*) to match the intent's existence check.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078311,A_correct_executable,When was the last time we sold Diving,"select transaction_date from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and product_service = ""Diving"" order by transaction_date desc limit 1 ","SELECT MAX(transaction_date) AS last_sale_date
FROM master_txn_table
WHERE Product_Service = 'Diving';",SELECT MAX(transaction_date) AS last_sale_date FROM master_txn_table WHERE Product_Service = 'Diving' GROUP BY Product_Service,0,,0,0,[],1,1,1,1,[],True,True,False,computation_logic_error,"The profile topology has group_by: 'none', but the intent requires grouping by period.",Group by period to find the last sale date of 'Diving'.,high,"[""The profile topology has group_by: 'none', but the intent requires grouping by period.""]",True,True,success,semantic,,Added GROUP BY clause to group by period,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078312,A_correct_executable,"As of MTD, how many invoices for Micheal Watson remained unpaid?","select count(distinct transaction_id) from master_txn_table where customers = ""Micheal Watson"" and transaction_type = 'invoice' and open_balance >0 and transaction_date BETWEEN date( current_date, ""start of month"") AND date( current_date) ","SELECT COUNT(DISTINCT transaction_id) 
FROM master_txn_table 
WHERE Customers = 'Michael Watson' 
  AND Transaction_TYPE = 'invoice' 
  AND AR_paid = 'No';","SELECT COUNT(DISTINCT transaction_id) 
FROM master_txn_table 
WHERE Customers = 'Michael Watson' 
  AND Transaction_TYPE = 'invoice' 
  AND AR_paid = 'No';",1,1,1,1,[],1,1,1,1,[],True,True,False,computation_logic_error,"The profile topology has 'group_by: none', but the intent requires grouping by period.",Consider adding a GROUP BY clause with a period-based grouping dimension to match the intent's time requirement.,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078314,A_correct_executable,What acount had our biggest expense This quarter to date?,"select account, sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name  where account_type in ('Expense','Other Expense') and transaction_date >= strftime('%Y-%m-%d', strftime('%Y', 'now', '-1 year') || '-' || substr('00' || (((strftime('%m', 'now') - 1) / 3) * 3 + 1), -2, 2) || '-01') group by account order by sum(debit) desc limit 1","SELECT account, SUM(debit) AS total_debit
FROM master_txn_table
WHERE transaction_date BETWEEN date('now', 'start of quarter') AND date('now')
GROUP BY account
ORDER BY total_debit DESC
LIMIT 1;","SELECT account, SUM(debit) AS total_debit
FROM master_txn_table
WHERE transaction_date BETWEEN date('now', 'start of quarter') AND date('now')
GROUP BY account
ORDER BY total_debit DESC
LIMIT 1;",1,1,1,1,[],1,1,1,1,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078315,B_wrong_executable,What our monthly spend on Lisa Weiss,"select date(transaction_date, 'start of month'), sum(debit) from master_txn_table where vendor = ""Lisa Weiss"" group by date(transaction_date, 'start of month')","SELECT SUM(master_txn_table.Amount) AS Monthly_Spend
FROM master_txn_table
JOIN employees ON master_txn_table.businessID = employees.businessID
WHERE employees.Employee_name = 'Lisa Weiss'
AND master_txn_table.Transaction_DATE BETWEEN date('now', 'start of month') AND date('now');","SELECT SUM(master_txn_table.Amount) AS Monthly_Spend
FROM master_txn_table
JOIN employees ON master_txn_table.businessID = employees.businessID
WHERE employees.Employee_name = 'Lisa Weiss'
AND master_txn_table.Transaction_DATE BETWEEN date('now', 'start of month') AND date('now');",0,,0,0,[],0,,0,0,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078327,A_correct_executable,How many Sofas/sofa-sleepers did we sell to Mary Williams Last 30 days?,"select sum(quantity) from master_txn_table where customers = ""Mary Williams"" and product_service = 'Sofas/sofa-sleepers' and transaction_type in ('invoice', 'sales receipt') and transaction_date BETWEEN date( current_date, ""-30 days"") AND date( current_date) ","SELECT SUM(Quantity) 
FROM master_txn_table 
JOIN customers ON master_txn_table.Customers = customers.customer_name 
JOIN products ON master_txn_table.Product_Service = products.Product_Service 
WHERE customers.customer_full_name = 'Mary Williams' 
AND products.Product_Service_type = 'Sofas/Sofa-sleepers' 
AND master_txn_table.Transaction_DATE BETWEEN date('now','-30 days') AND date('now');","SELECT SUM(Quantity) FROM master_txn_table JOIN customers ON master_txn_table.Customers = customers.customer_name JOIN products ON master_txn_table.Product_Service = products.Product_Service WHERE customers.customer_full_name = 'Mary Williams' AND products.Product_Service_type = 'Sofas/Sofa-sleepers' AND master_txn_table.Transaction_DATE BETWEEN date('now','-30 days') AND date('now');",1,1,1,1,[],1,1,1,1,[],True,True,False,financial_measure_error,"The intent requires a count of items sold, but the profile measures quantity.","Check if the profile measures the correct financial measure for the intent, and adjust the aggregation accordingly.",high,"[""The aggregation is a count of items sold, not necessarily a count of transactions.""]",True,True,success,semantic,,Changed aggregation from SUM to COUNT to match the intent's requirement for a count of items sold.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078333,B_wrong_executable,What our monthly spend on Bradley Simmons,"select date(transaction_date, 'start of month'), sum(debit) from master_txn_table where vendor = ""Bradley Simmons"" group by date(transaction_date, 'start of month')","SELECT SUM(Amount) AS Monthly_Spend
FROM master_txn_table
JOIN customers ON master_txn_table.Customers = customers.customer_name
WHERE customers.customer_name = 'Bradley Simmons'
AND Transaction_DATE BETWEEN date('now', 'start of month') AND date('now');","SELECT SUM(Amount) AS Monthly_Spend
FROM master_txn_table
JOIN customers ON master_txn_table.Customers = customers.customer_name
WHERE customers.customer_name = 'Bradley Simmons'
AND Transaction_DATE BETWEEN date('now', 'start of month') AND date('now', '-1 month');",0,,0,0,[],0,,0,0,[],True,True,False,computation_logic_error,"The profile topology has a temporal filter, but the intent requires grouping by month.","Specify the time period for the spend, e.g., 'last month', 'this month', or a date range.",high,"[""The time period for the spend is not defined (e.g., 'last month', 'this month').""]",True,True,success,semantic,,Modified the date range in the temporal filter to group by month.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078334,A_correct_executable,When was the last time we sold Investment,"select transaction_date from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and product_service = ""Investment"" order by transaction_date desc limit 1 ","SELECT MAX(transaction_date) AS last_sale_date
FROM master_txn_table
WHERE account = 'Investment' AND transaction_type = 'sale';",SELECT MAX(transaction_date) AS last_sale_date FROM master_txn_table WHERE account = 'Investment' AND transaction_type = 'sale' GROUP BY account;,0,,0,0,[],1,1,1,1,[],True,True,False,computation_logic_error,"The profile topology has 'group_by: none', but the intent requires grouping by period.",Group by period to match the intent's requirement for the last sale of 'Investment'.,low,"[""The profile topology has 'group_by: none', but the intent requires grouping by period.""]",True,True,success,semantic,,Added GROUP BY account to match the intent's requirement for the last sale of 'Investment'.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078335,A_correct_executable,Compare sales by customer Last quarter,"select customers, sum(credit) from master_txn_table where account in ('Income','Other Income') and transaction_date < strftime('%Y-%m-%d', strftime('%Y', 'now', '-1 year') || '-' || substr('00' || (((strftime('%m', 'now') - 1) / 3) * 3 + 4), -2, 2) || '-01')  group by customers ","SELECT 
    customers.customer_name, 
    SUM(master_txn_table.Credit) AS Total_Sales
FROM 
    master_txn_table
JOIN 
    customers ON master_txn_table.Customers = customers.customer_name
WHERE 
    master_txn_table.Transaction_DATE BETWEEN date('now','-3 months') AND date('now','-1 month')
GROUP BY 
    customers.customer_name
ORDER BY 
    Total_Sales DESC;","SELECT 
    customers.customer_name, 
    SUM(master_txn_table.Credit) AS Total_Sales
FROM 
    master_txn_table
JOIN 
    customers ON master_txn_table.Customers = customers.customer_name
WHERE 
    master_txn_table.Transaction_DATE BETWEEN date('now','-3 months') AND date('now','-1 month')
GROUP BY 
    customers.customer_name
ORDER BY 
    Total_Sales DESC;",1,1,1,1,[],1,1,1,1,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078337,A_correct_executable,Check the sales receipts record and compute the average quantities ordered with the payment method [payment_method].,"SELECT avg(quantity_per_transaction) FROM (select transaction_id, sum(quantity) as quantity_per_transaction from master_txn_table where transaction_type = 'sales receipt' and payment_method  =  ""[payment_method]"" group by transaction_id) ","SELECT AVG(Quantity) 
FROM master_txn_table 
WHERE payment_method = '[payment_method]'","SELECT AVG(Quantity) 
FROM master_txn_table 
WHERE payment_method = '[payment_method]'",1,,,0,[],1,,,0,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078347,A_correct_executable,Compare sales by customer Last fiscal year,"select customers, sum(credit) from master_txn_table where account in ('Income','Other Income') and transaction_date BETWEEN date(current_date, '-3 months', 'start of year','-1 years', '+3 months') AND date(current_date, '-3 months', 'start of year','-1 years', '+3 months', '+1 years', '-1 days')  group by customers ","SELECT 
    c.customer_name, 
    SUM(CASE WHEN strftime('%Y', m.transaction_date) = strftime('%Y', 'now', '-1 year') THEN m.Credit ELSE 0 END) AS sales_last_year,
    SUM(CASE WHEN strftime('%Y', m.transaction_date) = strftime('%Y', 'now') THEN m.Credit ELSE 0 END) AS sales_current_year
FROM 
    master_txn_table m
JOIN 
    customers c ON m.Customers = c.customer_name
WHERE 
    m.Account IN ('Income', 'Other Income')
GROUP BY 
    c.customer_name","SELECT 
    c.customer_name, 
    SUM(CASE WHEN strftime('%Y', m.transaction_date) = strftime('%Y', 'now', '-1 year') THEN m.Credit ELSE 0 END) AS sales_last_year,
    SUM(CASE WHEN strftime('%Y', m.transaction_date) = strftime('%Y', 'now') THEN m.Credit ELSE 0 END) AS sales_current_year
FROM 
    master_txn_table m
JOIN 
    customers c ON m.Customers = c.customer_name
WHERE 
    m.Account IN ('Income', 'Other Income')
GROUP BY 
    c.customer_name",1,1,1,1,[],1,1,1,1,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_078351,A_correct_executable,Check the sales receipts record and compute the average quantities ordered with the payment method [payment_method].,"SELECT avg(quantity_per_transaction) FROM (select transaction_id, sum(quantity) as quantity_per_transaction from master_txn_table where transaction_type = 'sales receipt' and payment_method  =  ""[payment_method]"" group by transaction_id) ","SELECT AVG(Quantity) 
FROM master_txn_table 
WHERE payment_method = '[payment_method]'","SELECT AVG(Quantity) 
FROM master_txn_table 
WHERE payment_method = '[payment_method]'",1,,,0,[],1,,,0,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
